time,HEADWATER,TAILWATER,GAGE_1
361.7236952490,-1413.7,-996.29,2878.2
361.7236952491,-1413.7,-996.29,2878.2
361.7236952492,-1413.7,-996.29,2878.2
361.7236952494,-1413.7,-996.29,2878.2
361.7236952498,-1413.7,-996.29,2878.2
361.7236952500,-1413.7,-996.29,2878.2
361.7236952504,-1413.7,-996.29,2878.2
361.7236952506,-1413.7,-996.29,2878.2
361.7236952510,-1413.7,-996.29,2878.2
361.7236952511,-1413.7,-996.29,2878.2
361.7236952512,-1413.7,-996.29,2878.2
361.7236952513,-1413.7,-996.29,2878.2
361.7236952515,-1413.7,-996.29,2878.2
361.7236952519,-1413.7,-996.29,2878.2
361.7236952521,-1413.7,-996.29,2878.2
361.7236952525,-1413.7,-996.29,2878.2
361.7236952527,-1413.7,-996.29,2878.2
361.7236952531,-1413.7,-996.29,2878.2
361.7236952533,-1413.7,-996.29,2878.2
361.7236952534,-1413.7,-996.29,2878.2
361.7236952536,-1413.7,-996.29,2878.2
361.7236952537,-1413.7,-996.29,2878.2
361.7236952538,-1413.7,-996.29,2878.2
361.7236952539,-1413.7,-996.29,2878.2
361.7236952540,-1413.7,-996.29,2878.2
361.7236952541,-1413.7,-996.29,2878.2
361.7236952543,-1413.7,-996.29,2878.2
361.7236952544,-1413.7,-996.29,2878.2
361.7236952545,-1413.7,-996.29,2878.2
361.7236952546,-1413.7,-996.29,2878.2
361.7236952548,-1413.7,-996.29,2878.2
361.7236952552,-1413.7,-996.29,2878.2
361.7236952554,-1413.7,-996.29,2878.2
361.7236952555,-1413.7,-996.29,2878.2
361.7236952557,-1413.7,-996.29,2878.2
361.7236952561,-1413.7,-996.29,2878.2
361.7236952563,-1413.7,-996.29,2878.2
361.7236952564,-1413.7,-996.29,2878.2
361.7236952565,-1413.7,-996.29,2878.2
361.7236952566,-1413.7,-996.29,2878.2
361.7236952567,-1413.7,-996.29,2878.2
361.7236952568,-1413.7,-996.29,2878.2
361.7236952569,-1413.7,-996.29,2878.2
361.7236952570,-1413.7,-996.29,2878.2
361.7236952571,-1413.7,-996.29,2878.2
361.7236952572,-1413.7,-996.29,2878.2
361.7236952573,-1413.7,-996.29,2878.2
361.7236952574,-1413.7,-996.29,2878.2
361.7236952575,-1413.7,-996.29,2878.2
361.7236952577,-1413.7,-996.29,2878.2
361.7236952578,-1413.7,-996.29,2878.2
361.7236952579,-1413.7,-996.29,2878.2
361.7236952580,-1413.7,-996.29,2878.2
361.7236952581,-1413.7,-996.29,2878.2
361.7236952582,-1413.7,-996.29,2878.2
361.7236952583,-1413.7,-996.29,2878.2
361.7236952584,-1413.7,-996.29,2878.2
361.7236952585,-1413.7,-996.29,2878.2
361.7236952587,-1413.7,-996.29,2878.2
361.7236952588,-1413.7,-996.29,2878.2
361.7236952589,-1413.7,-996.29,2878.2
361.7236952590,-1413.7,-996.29,2878.2
361.7236952592,-1413.7,-996.29,2878.2
361.7236952593,-1413.7,-996.29,2878.2
361.7236952595,-1413.7,-996.29,2878.2
361.7236952596,-1413.7,-996.29,2878.2
361.7236952597,-1413.7,-996.29,2878.2
361.7236952599,-1413.7,-996.29,2878.2
361.7236952603,-1413.7,-996.29,2878.2
361.7236952604,-1413.7,-996.29,2878.2
361.7236952605,-1413.7,-996.29,2878.2
361.7236952607,-1413.7,-996.29,2878.2
361.7236952611,-1413.7,-996.29,2878.2
361.7236952613,-1413.7,-996.29,2878.2
361.7236952614,-1413.7,-996.29,2878.2
361.7236952615,-1413.7,-996.29,2878.2
361.7236952616,-1413.7,-996.29,2878.2
361.7236952618,-1413.7,-996.29,2878.2
